location_name,location_id,ihme_loc_id,level,region_name,super_region_name
Distrito Federal,4756,BRA_4756,4,Tropical Latin America,Latin America and Caribbean
Espírito Santo,4757,BRA_4757,4,Tropical Latin America,Latin America and Caribbean
Goiás,4758,BRA_4758,4,Tropical Latin America,Latin America and Caribbean
Maranhão,4759,BRA_4759,4,Tropical Latin America,Latin America and Caribbean
Mato Grosso,4762,BRA_4762,4,Tropical Latin America,Latin America and Caribbean
Mato Grosso do Sul,4761,BRA_4761,4,Tropical Latin America,Latin America and Caribbean
Minas Gerais,4760,BRA_4760,4,Tropical Latin America,Latin America and Caribbean
Pará,4763,BRA_4763,4,Tropical Latin America,Latin America and Caribbean
Paraíba,4764,BRA_4764,4,Tropical Latin America,Latin America and Caribbean
Paraná,4765,BRA_4765,4,Tropical Latin America,Latin America and Caribbean
Pernambuco,4766,BRA_4766,4,Tropical Latin America,Latin America and Caribbean
Piaui,4767,BRA_4767,4,Tropical Latin America,Latin America and Caribbean
Rio de Janeiro,4768,BRA_4768,4,Tropical Latin America,Latin America and Caribbean
Rio Grande do Norte,4769,BRA_4769,4,Tropical Latin America,Latin America and Caribbean
Rio Grande do Sul,4772,BRA_4772,4,Tropical Latin America,Latin America and Caribbean
Rondônia,4770,BRA_4770,4,Tropical Latin America,Latin America and Caribbean
Roraima,4771,BRA_4771,4,Tropical Latin America,Latin America and Caribbean
Santa Catarina,4773,BRA_4773,4,Tropical Latin America,Latin America and Caribbean
São Paulo,4775,BRA_4775,4,Tropical Latin America,Latin America and Caribbean
Sergipe,4774,BRA_4774,4,Tropical Latin America,Latin America and Caribbean
Tocantins,4776,BRA_4776,4,Tropical Latin America,Latin America and Caribbean
Paraguay,136,PRY,3,Tropical Latin America,Latin America and Caribbean
North Africa and Middle East,137,S4,1,"",North Africa and Middle East
North Africa and Middle East,138,R15,2,North Africa and Middle East,North Africa and Middle East
Afghanistan,160,AFG,3,North Africa and Middle East,North Africa and Middle East
Algeria,139,DZA,3,North Africa and Middle East,North Africa and Middle East
Bahrain,140,BHR,3,North Africa and Middle East,North Africa and Middle East
Egypt,141,EGY,3,North Africa and Middle East,North Africa and Middle East
Iran (Islamic Republic of),142,IRN,3,North Africa and Middle East,North Africa and Middle East
Alborz,44864,IRN_44864,4,North Africa and Middle East,North Africa and Middle East
Ardebil,44865,IRN_44865,4,North Africa and Middle East,North Africa and Middle East
Bushehr,44868,IRN_44868,4,North Africa and Middle East,North Africa and Middle East
Chahar Mahaal and Bakhtiari,44869,IRN_44869,4,North Africa and Middle East,North Africa and Middle East
East Azarbayejan,44866,IRN_44866,4,North Africa and Middle East,North Africa and Middle East
Fars,44870,IRN_44870,4,North Africa and Middle East,North Africa and Middle East
Gilan,44871,IRN_44871,4,North Africa and Middle East,North Africa and Middle East
Golestan,44872,IRN_44872,4,North Africa and Middle East,North Africa and Middle East
Hamadan,44873,IRN_44873,4,North Africa and Middle East,North Africa and Middle East
Hormozgan,44874,IRN_44874,4,North Africa and Middle East,North Africa and Middle East
Ilam,44875,IRN_44875,4,North Africa and Middle East,North Africa and Middle East
Isfahan,44876,IRN_44876,4,North Africa and Middle East,North Africa and Middle East
Kerman,44877,IRN_44877,4,North Africa and Middle East,North Africa and Middle East
Kermanshah,44878,IRN_44878,4,North Africa and Middle East,North Africa and Middle East
Khorasan-e-Razavi,44880,IRN_44880,4,North Africa and Middle East,North Africa and Middle East
Khuzestan,44882,IRN_44882,4,North Africa and Middle East,North Africa and Middle East
Kohgiluyeh and Boyer-Ahmad,44883,IRN_44883,4,North Africa and Middle East,North Africa and Middle East
Kurdistan,44884,IRN_44884,4,North Africa and Middle East,North Africa and Middle East
Lorestan,44885,IRN_44885,4,North Africa and Middle East,North Africa and Middle East
Markazi,44886,IRN_44886,4,North Africa and Middle East,North Africa and Middle East
Mazandaran,44887,IRN_44887,4,North Africa and Middle East,North Africa and Middle East
North Khorasan,44879,IRN_44879,4,North Africa and Middle East,North Africa and Middle East
Qazvin,44888,IRN_44888,4,North Africa and Middle East,North Africa and Middle East
Qom,44889,IRN_44889,4,North Africa and Middle East,North Africa and Middle East
Semnan,44890,IRN_44890,4,North Africa and Middle East,North Africa and Middle East
Sistan and Baluchistan,44891,IRN_44891,4,North Africa and Middle East,North Africa and Middle East
South Khorasan,44881,IRN_44881,4,North Africa and Middle East,North Africa and Middle East
Tehran,44892,IRN_44892,4,North Africa and Middle East,North Africa and Middle East
West Azarbayejan,44867,IRN_44867,4,North Africa and Middle East,North Africa and Middle East
Yazd,44893,IRN_44893,4,North Africa and Middle East,North Africa and Middle East
Zanjan,44894,IRN_44894,4,North Africa and Middle East,North Africa and Middle East
Iraq,143,IRQ,3,North Africa and Middle East,North Africa and Middle East
Jordan,144,JOR,3,North Africa and Middle East,North Africa and Middle East
Kuwait,145,KWT,3,North Africa and Middle East,North Africa and Middle East
Lebanon,146,LBN,3,North Africa and Middle East,North Africa and Middle East
Libya,147,LBY,3,North Africa and Middle East,North Africa and Middle East
Morocco,148,MAR,3,North Africa and Middle East,North Africa and Middle East
Oman,150,OMN,3,North Africa and Middle East,North Africa and Middle East
Palestine,149,PSE,3,North Africa and Middle East,North Africa and Middle East
Qatar,151,QAT,3,North Africa and Middle East,North Africa and Middle East
Saudi Arabia,152,SAU,3,North Africa and Middle East,North Africa and Middle East
Sudan,522,SDN,3,North Africa and Middle East,North Africa and Middle East
Syrian Arab Republic,153,SYR,3,North Africa and Middle East,North Africa and Middle East
Tunisia,154,TUN,3,North Africa and Middle East,North Africa and Middle East
Türkiye,155,TUR,3,North Africa and Middle East,North Africa and Middle East
United Arab Emirates,156,ARE,3,North Africa and Middle East,North Africa and Middle East
Yemen,157,YEM,3,North Africa and Middle East,North Africa and Middle East
South Asia,158,S5,1,"",South Asia
South Asia,159,R4,2,South Asia,South Asia
Bangladesh,161,BGD,3,South Asia,South Asia
Bhutan,162,BTN,3,South Asia,South Asia
India,163,IND,3,South Asia,South Asia
Andhra Pradesh,4841,IND_4841,4,South Asia,South Asia
"Andhra Pradesh, Rural",43908,IND_43908,5,South Asia,South Asia
"Andhra Pradesh, Urban",43872,IND_43872,5,South Asia,South Asia
Arunachal Pradesh,4842,IND_4842,4,South Asia,South Asia
"Arunachal Pradesh, Rural",43909,IND_43909,5,South Asia,South Asia
"Arunachal Pradesh, Urban",43873,IND_43873,5,South Asia,South Asia
Assam,4843,IND_4843,4,South Asia,South Asia
"Assam, Rural",43910,IND_43910,5,South Asia,South Asia
"Assam, Urban",43874,IND_43874,5,South Asia,South Asia
Bihar,4844,IND_4844,4,South Asia,South Asia
"Bihar, Rural",43911,IND_43911,5,South Asia,South Asia
"Bihar, Urban",43875,IND_43875,5,South Asia,South Asia
Chhattisgarh,4846,IND_4846,4,South Asia,South Asia
"Chhattisgarh, Rural",43913,IND_43913,5,South Asia,South Asia
"Chhattisgarh, Urban",43877,IND_43877,5,South Asia,South Asia
Delhi,4849,IND_4849,4,South Asia,South Asia
"Delhi, Rural",43916,IND_43916,5,South Asia,South Asia
"Delhi, Urban",43880,IND_43880,5,South Asia,South Asia
Goa,4850,IND_4850,4,South Asia,South Asia
"Goa, Rural",43917,IND_43917,5,South Asia,South Asia
"Goa, Urban",43881,IND_43881,5,South Asia,South Asia
Gujarat,4851,IND_4851,4,South Asia,South Asia
"Gujarat, Rural",43918,IND_43918,5,South Asia,South Asia
"Gujarat, Urban",43882,IND_43882,5,South Asia,South Asia
Haryana,4852,IND_4852,4,South Asia,South Asia
"Haryana, Rural",43919,IND_43919,5,South Asia,South Asia
"Haryana, Urban",43883,IND_43883,5,South Asia,South Asia
Himachal Pradesh,4853,IND_4853,4,South Asia,South Asia
"Himachal Pradesh, Rural",43920,IND_43920,5,South Asia,South Asia
"Himachal Pradesh, Urban",43884,IND_43884,5,South Asia,South Asia
Jammu & Kashmir and Ladakh,4854,IND_4854,4,South Asia,South Asia
"Jammu & Kashmir and Ladakh, Rural",43921,IND_43921,5,South Asia,South Asia
"Jammu & Kashmir and Ladakh, Urban",43885,IND_43885,5,South Asia,South Asia
Jharkhand,4855,IND_4855,4,South Asia,South Asia
"Jharkhand, Rural",43922,IND_43922,5,South Asia,South Asia
"Jharkhand, Urban",43886,IND_43886,5,South Asia,South Asia
Karnataka,4856,IND_4856,4,South Asia,South Asia
"Karnataka, Rural",43923,IND_43923,5,South Asia,South Asia
"Karnataka, Urban",43887,IND_43887,5,South Asia,South Asia
Kerala,4857,IND_4857,4,South Asia,South Asia
"Kerala, Rural",43924,IND_43924,5,South Asia,South Asia
"Kerala, Urban",43888,IND_43888,5,South Asia,South Asia
Madhya Pradesh,4859,IND_4859,4,South Asia,South Asia
"Madhya Pradesh, Rural",43926,IND_43926,5,South Asia,South Asia
"Madhya Pradesh, Urban",43890,IND_43890,5,South Asia,South Asia
Maharashtra,4860,IND_4860,4,South Asia,South Asia
"Maharashtra, Rural",43927,IND_43927,5,South Asia,South Asia
"Maharashtra, Urban",43891,IND_43891,5,South Asia,South Asia
Manipur,4861,IND_4861,4,South Asia,South Asia
"Manipur, Rural",43928,IND_43928,5,South Asia,South Asia
"Manipur, Urban",43892,IND_43892,5,South Asia,South Asia
Meghalaya,4862,IND_4862,4,South Asia,South Asia
"Meghalaya, Rural",43929,IND_43929,5,South Asia,South Asia
"Meghalaya, Urban",43893,IND_43893,5,South Asia,South Asia
Mizoram,4863,IND_4863,4,South Asia,South Asia
"Mizoram, Rural",43930,IND_43930,5,South Asia,South Asia
"Mizoram, Urban",43894,IND_43894,5,South Asia,South Asia
Nagaland,4864,IND_4864,4,South Asia,South Asia
"Nagaland, Rural",43931,IND_43931,5,South Asia,South Asia
"Nagaland, Urban",43895,IND_43895,5,South Asia,South Asia
Odisha,4865,IND_4865,4,South Asia,South Asia
"Odisha, Rural",43932,IND_43932,5,South Asia,South Asia
"Odisha, Urban",43896,IND_43896,5,South Asia,South Asia
Other Union Territories,44538,IND_44538,4,South Asia,South Asia
"Other Union Territories, Rural",44539,IND_44539,5,South Asia,South Asia
"Other Union Territories, Urban",44540,IND_44540,5,South Asia,South Asia
Punjab,4867,IND_4867,4,South Asia,South Asia
"Punjab, Rural",43934,IND_43934,5,South Asia,South Asia
"Punjab, Urban",43898,IND_43898,5,South Asia,South Asia
Rajasthan,4868,IND_4868,4,South Asia,South Asia
"Rajasthan, Rural",43935,IND_43935,5,South Asia,South Asia
"Rajasthan, Urban",43899,IND_43899,5,South Asia,South Asia
Sikkim,4869,IND_4869,4,South Asia,South Asia
"Sikkim, Rural",43936,IND_43936,5,South Asia,South Asia
"Sikkim, Urban",43900,IND_43900,5,South Asia,South Asia
Tamil Nadu,4870,IND_4870,4,South Asia,South Asia
"Tamil Nadu, Rural",43937,IND_43937,5,South Asia,South Asia
"Tamil Nadu, Urban",43901,IND_43901,5,South Asia,South Asia
Telangana,4871,IND_4871,4,South Asia,South Asia
"Telangana, Rural",43938,IND_43938,5,South Asia,South Asia
"Telangana, Urban",43902,IND_43902,5,South Asia,South Asia
Tripura,4872,IND_4872,4,South Asia,South Asia
"Tripura, Rural",43939,IND_43939,5,South Asia,South Asia
"Tripura, Urban",43903,IND_43903,5,South Asia,South Asia
Uttar Pradesh,4873,IND_4873,4,South Asia,South Asia
"Uttar Pradesh, Rural",43940,IND_43940,5,South Asia,South Asia
"Uttar Pradesh, Urban",43904,IND_43904,5,South Asia,South Asia
Uttarakhand,4874,IND_4874,4,South Asia,South Asia
"Uttarakhand, Rural",43941,IND_43941,5,South Asia,South Asia
"Uttarakhand, Urban",43905,IND_43905,5,South Asia,South Asia
West Bengal,4875,IND_4875,4,South Asia,South Asia
"West Bengal, Rural",43942,IND_43942,5,South Asia,South Asia
"West Bengal, Urban",43906,IND_43906,5,South Asia,South Asia
Nepal,164,NPL,3,South Asia,South Asia
Pakistan,165,PAK,3,South Asia,South Asia
Azad Jammu & Kashmir,53615,PAK_53615,4,South Asia,South Asia
Balochistan,53616,PAK_53616,4,South Asia,South Asia
Gilgit-Baltistan,53617,PAK_53617,4,South Asia,South Asia
Islamabad Capital Territory,53618,PAK_53618,4,South Asia,South Asia
Khyber Pakhtunkhwa,53619,PAK_53619,4,South Asia,South Asia
Punjab,53620,PAK_53620,4,South Asia,South Asia
Sindh,53621,PAK_53621,4,South Asia,South Asia
"Southeast Asia, East Asia, and Oceania",4,S6,1,"","Southeast Asia, East Asia, and Oceania"
East Asia,5,R3,2,East Asia,"Southeast Asia, East Asia, and Oceania"
China,6,CHN,3,East Asia,"Southeast Asia, East Asia, and Oceania"
Anhui,491,CHN_491,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Beijing,492,CHN_492,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Chongqing,493,CHN_493,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Fujian,494,CHN_494,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Gansu,495,CHN_495,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Guangdong,496,CHN_496,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Guangxi,497,CHN_497,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Guizhou,498,CHN_498,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Hainan,499,CHN_499,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Hebei,500,CHN_500,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Heilongjiang,501,CHN_501,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Henan,502,CHN_502,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Hong Kong Special Administrative Region of China,354,CHN_354,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Hubei,503,CHN_503,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Hunan,504,CHN_504,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Inner Mongolia,505,CHN_505,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Jiangsu,506,CHN_506,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Jiangxi,507,CHN_507,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Jilin,508,CHN_508,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Liaoning,509,CHN_509,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Macao Special Administrative Region of China,361,CHN_361,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Ningxia,510,CHN_510,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Qinghai,511,CHN_511,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Shaanxi,512,CHN_512,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Shandong,513,CHN_513,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Shanghai,514,CHN_514,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Shanxi,515,CHN_515,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Sichuan,516,CHN_516,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Tianjin,517,CHN_517,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Tibet,518,CHN_518,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Xinjiang,519,CHN_519,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Yunnan,520,CHN_520,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Zhejiang,521,CHN_521,4,East Asia,"Southeast Asia, East Asia, and Oceania"
Democratic People's Republic of Korea,7,PRK,3,East Asia,"Southeast Asia, East Asia, and Oceania"
Taiwan (Province of China),8,TWN,3,East Asia,"Southeast Asia, East Asia, and Oceania"
Oceania,21,R17,2,Oceania,"Southeast Asia, East Asia, and Oceania"
American Samoa,298,ASM,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Cook Islands,320,COK,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Fiji,22,FJI,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Guam,351,GUM,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Kiribati,23,KIR,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Marshall Islands,24,MHL,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Micronesia (Federated States of),25,FSM,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Nauru,369,NRU,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Niue,374,NIU,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Northern Mariana Islands,376,MNP,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Palau,380,PLW,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Papua New Guinea,26,PNG,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Samoa,27,WSM,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Solomon Islands,28,SLB,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Tokelau,413,TKL,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Tonga,29,TON,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Tuvalu,416,TUV,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Vanuatu,30,VUT,3,Oceania,"Southeast Asia, East Asia, and Oceania"
Southeast Asia,9,R5,2,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Cambodia,10,KHM,3,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Indonesia,11,IDN,3,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Aceh,4709,IDN_4709,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Bali,4726,IDN_4726,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Bangka-Belitung Islands,4717,IDN_4717,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Banten,4725,IDN_4725,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Bengkulu,4715,IDN_4715,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Gorontalo,4737,IDN_4737,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Jakarta,4720,IDN_4720,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Jambi,4713,IDN_4713,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
West Java,4721,IDN_4721,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Central Java,4722,IDN_4722,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
East Java,4724,IDN_4724,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
West Kalimantan,4729,IDN_4729,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
South Kalimantan,4731,IDN_4731,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Central Kalimantan,4730,IDN_4730,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
East Kalimantan,4732,IDN_4732,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
North Kalimantan,4719,IDN_4719,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Riau Islands,4718,IDN_4718,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Lampung,4716,IDN_4716,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Maluku,4739,IDN_4739,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
North Maluku,4740,IDN_4740,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
West Nusa Tenggara,4727,IDN_4727,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
East Nusa Tenggara,4728,IDN_4728,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Papua,4742,IDN_4742,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
West Papua,4741,IDN_4741,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Riau,4712,IDN_4712,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
West Sulawesi,4738,IDN_4738,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
South Sulawesi,4735,IDN_4735,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Central Sulawesi,4734,IDN_4734,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Southeast Sulawesi,4736,IDN_4736,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
North Sulawesi,4733,IDN_4733,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
