location_name,location_id,ihme_loc_id,level,region_name,super_region_name
West Sumatra,4711,IDN_4711,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
South Sumatra,4714,IDN_4714,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
North Sumatra,4710,IDN_4710,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Yogyakarta,4723,IDN_4723,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Lao People's Democratic Republic,12,LAO,3,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Malaysia,13,MYS,3,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Maldives,14,MDV,3,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Mauritius,183,MUS,3,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Myanmar,15,MMR,3,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Philippines,16,PHL,3,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Abra,53536,PHL_53536,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Agusan Del Norte,53604,PHL_53604,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Agusan Del Sur,53605,PHL_53605,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Aklan,53572,PHL_53572,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Albay,53568,PHL_53568,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Antique,53573,PHL_53573,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Apayao,53537,PHL_53537,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Aurora,53554,PHL_53554,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Basilan,53610,PHL_53610,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Bataan,53548,PHL_53548,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Batanes,53547,PHL_53547,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Batangas,53558,PHL_53558,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Benguet,53535,PHL_53535,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Biliran,53586,PHL_53586,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Bohol,53579,PHL_53579,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Bukidnon,53591,PHL_53591,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Bulacan,53552,PHL_53552,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Cagayan,53544,PHL_53544,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Camarines Norte,53566,PHL_53566,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Camarines Sur,53570,PHL_53570,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Camiguin,53594,PHL_53594,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Capiz,53571,PHL_53571,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Catanduanes,53565,PHL_53565,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Cavite,53556,PHL_53556,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Cebu,53578,PHL_53578,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Cotabato (North Cotabato),53602,PHL_53602,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Davao de Oro,53596,PHL_53596,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Davao Del Norte,53599,PHL_53599,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Davao Del Sur,53597,PHL_53597,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Davao Occidental,53598,PHL_53598,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Davao Oriental,53595,PHL_53595,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Dinagat Islands,53608,PHL_53608,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Eastern Samar,53582,PHL_53582,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Guimaras,53576,PHL_53576,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Ifugao,53534,PHL_53534,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Ilocos Norte,53540,PHL_53540,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Ilocos Sur,53541,PHL_53541,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Iloilo,53575,PHL_53575,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Isabela,53545,PHL_53545,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Kalinga,53538,PHL_53538,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
La Union,53539,PHL_53539,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Laguna,53557,PHL_53557,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Lanao Del Norte,53592,PHL_53592,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Lanao Del Sur,53613,PHL_53613,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Leyte,53585,PHL_53585,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Maguindanao,53612,PHL_53612,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Marinduque,53564,PHL_53564,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Masbate,53569,PHL_53569,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Misamis Occidental,53590,PHL_53590,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Misamis Oriental,53593,PHL_53593,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Mountain Province,53533,PHL_53533,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
National Capital Region,53614,PHL_53614,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Negros Occidental,53574,PHL_53574,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Negros Oriental,53577,PHL_53577,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Northern Samar,53583,PHL_53583,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Nueva Ecija,53553,PHL_53553,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Nueva Vizcaya,53543,PHL_53543,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Occidental Mindoro,53560,PHL_53560,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Oriental Mindoro,53561,PHL_53561,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Palawan,53563,PHL_53563,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Pampanga,53551,PHL_53551,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Pangasinan,53542,PHL_53542,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Quezon,53559,PHL_53559,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Quirino,53546,PHL_53546,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Rizal,53555,PHL_53555,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Romblon,53562,PHL_53562,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Samar (Western Samar),53584,PHL_53584,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Sarangani,53603,PHL_53603,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Siquijor,53580,PHL_53580,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Sorsogon,53567,PHL_53567,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
South Cotabato,53600,PHL_53600,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Southern Leyte,53581,PHL_53581,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Sultan Kudarat,53601,PHL_53601,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Sulu,53611,PHL_53611,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Surigao Del Norte,53607,PHL_53607,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Surigao Del Sur,53606,PHL_53606,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Tarlac,53550,PHL_53550,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Tawi-Tawi,53609,PHL_53609,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Zambales,53549,PHL_53549,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Zamboanga Del Norte,53588,PHL_53588,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Zamboanga Del Sur,53589,PHL_53589,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Zamboanga Sibugay,53587,PHL_53587,4,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Seychelles,186,SYC,3,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Sri Lanka,17,LKA,3,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Thailand,18,THA,3,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Timor-Leste,19,TLS,3,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Viet Nam,20,VNM,3,Southeast Asia,"Southeast Asia, East Asia, and Oceania"
Sub-Saharan Africa,166,S3,1,"",Sub-Saharan Africa
Central Sub-Saharan Africa,167,R18,2,Central Sub-Saharan Africa,Sub-Saharan Africa
Angola,168,AGO,3,Central Sub-Saharan Africa,Sub-Saharan Africa
Central African Republic,169,CAF,3,Central Sub-Saharan Africa,Sub-Saharan Africa
Congo,170,COG,3,Central Sub-Saharan Africa,Sub-Saharan Africa
Democratic Republic of the Congo,171,COD,3,Central Sub-Saharan Africa,Sub-Saharan Africa
Equatorial Guinea,172,GNQ,3,Central Sub-Saharan Africa,Sub-Saharan Africa
Gabon,173,GAB,3,Central Sub-Saharan Africa,Sub-Saharan Africa
Eastern Sub-Saharan Africa,174,R19,2,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Burundi,175,BDI,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Comoros,176,COM,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Djibouti,177,DJI,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Eritrea,178,ERI,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Ethiopia,179,ETH,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Addis Ababa,44861,ETH_44861,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Afar,44853,ETH_44853,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Amhara,44854,ETH_44854,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Benishangul-Gumuz,44857,ETH_44857,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Dire Dawa,44862,ETH_44862,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Gambella,44860,ETH_44860,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Harari,44859,ETH_44859,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Oromia,44855,ETH_44855,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Somali,44856,ETH_44856,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
"Southern Nations, Nationalities, and Peoples",44858,ETH_44858,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Tigray,44852,ETH_44852,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Kenya,180,KEN,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Baringo,35617,KEN_35617,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Bomet,35618,KEN_35618,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Bungoma,35619,KEN_35619,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Busia,35620,KEN_35620,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Elgeyo-Marakwet,35621,KEN_35621,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Embu,35622,KEN_35622,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Garissa,35623,KEN_35623,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Homa Bay,35624,KEN_35624,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Isiolo,35625,KEN_35625,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Kajiado,35626,KEN_35626,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Kakamega,35627,KEN_35627,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Kericho,35628,KEN_35628,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Kiambu,35629,KEN_35629,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Kilifi,35630,KEN_35630,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Kirinyaga,35631,KEN_35631,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Kisii,35632,KEN_35632,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Kisumu,35633,KEN_35633,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Kitui,35634,KEN_35634,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Kwale,35635,KEN_35635,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Laikipia,35636,KEN_35636,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Lamu,35637,KEN_35637,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Machakos,35638,KEN_35638,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Makueni,35639,KEN_35639,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Mandera,35640,KEN_35640,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Marsabit,35641,KEN_35641,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Meru,35642,KEN_35642,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Migori,35643,KEN_35643,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Mombasa,35644,KEN_35644,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Murang'a,35645,KEN_35645,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Nairobi,35646,KEN_35646,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Nakuru,35647,KEN_35647,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Nandi,35648,KEN_35648,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Narok,35649,KEN_35649,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Nyamira,35650,KEN_35650,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Nyandarua,35651,KEN_35651,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Nyeri,35652,KEN_35652,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Samburu,35653,KEN_35653,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Siaya,35654,KEN_35654,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Taita Taveta,35655,KEN_35655,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Tana River,35656,KEN_35656,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Tharaka Nithi,35657,KEN_35657,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Trans Nzoia,35658,KEN_35658,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Turkana,35659,KEN_35659,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Uasin Gishu,35660,KEN_35660,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Vihiga,35661,KEN_35661,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Wajir,35662,KEN_35662,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
West Pokot,35663,KEN_35663,4,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Madagascar,181,MDG,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Malawi,182,MWI,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Mozambique,184,MOZ,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Rwanda,185,RWA,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Somalia,187,SOM,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
South Sudan,435,SSD,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Uganda,190,UGA,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
United Republic of Tanzania,189,TZA,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Zambia,191,ZMB,3,Eastern Sub-Saharan Africa,Sub-Saharan Africa
Southern Sub-Saharan Africa,192,R20,2,Southern Sub-Saharan Africa,Sub-Saharan Africa
Botswana,193,BWA,3,Southern Sub-Saharan Africa,Sub-Saharan Africa
Eswatini,197,SWZ,3,Southern Sub-Saharan Africa,Sub-Saharan Africa
Lesotho,194,LSO,3,Southern Sub-Saharan Africa,Sub-Saharan Africa
Namibia,195,NAM,3,Southern Sub-Saharan Africa,Sub-Saharan Africa
South Africa,196,ZAF,3,Southern Sub-Saharan Africa,Sub-Saharan Africa
Eastern Cape,482,ZAF_482,4,Southern Sub-Saharan Africa,Sub-Saharan Africa
Free State,483,ZAF_483,4,Southern Sub-Saharan Africa,Sub-Saharan Africa
Gauteng,484,ZAF_484,4,Southern Sub-Saharan Africa,Sub-Saharan Africa
KwaZulu-Natal,485,ZAF_485,4,Southern Sub-Saharan Africa,Sub-Saharan Africa
Limpopo,486,ZAF_486,4,Southern Sub-Saharan Africa,Sub-Saharan Africa
Mpumalanga,487,ZAF_487,4,Southern Sub-Saharan Africa,Sub-Saharan Africa
North-West,488,ZAF_488,4,Southern Sub-Saharan Africa,Sub-Saharan Africa
Northern Cape,489,ZAF_489,4,Southern Sub-Saharan Africa,Sub-Saharan Africa
Western Cape,490,ZAF_490,4,Southern Sub-Saharan Africa,Sub-Saharan Africa
Zimbabwe,198,ZWE,3,Southern Sub-Saharan Africa,Sub-Saharan Africa
Western Sub-Saharan Africa,199,R21,2,Western Sub-Saharan Africa,Sub-Saharan Africa
Benin,200,BEN,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Burkina Faso,201,BFA,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Cabo Verde,203,CPV,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Cameroon,202,CMR,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Chad,204,TCD,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Côte d'Ivoire,205,CIV,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Gambia,206,GMB,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Ghana,207,GHA,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Guinea,208,GIN,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Guinea-Bissau,209,GNB,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Liberia,210,LBR,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Mali,211,MLI,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Mauritania,212,MRT,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Niger,213,NER,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Nigeria,214,NGA,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Abia,25318,NGA_25318,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Adamawa,25319,NGA_25319,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Akwa Ibom,25320,NGA_25320,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Anambra,25321,NGA_25321,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Bauchi,25322,NGA_25322,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Bayelsa,25323,NGA_25323,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Benue,25324,NGA_25324,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Borno,25325,NGA_25325,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Cross River,25326,NGA_25326,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Delta,25327,NGA_25327,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Ebonyi,25328,NGA_25328,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Edo,25329,NGA_25329,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Ekiti,25330,NGA_25330,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Enugu,25331,NGA_25331,4,Western Sub-Saharan Africa,Sub-Saharan Africa
FCT (Abuja),25332,NGA_25332,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Gombe,25333,NGA_25333,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Imo,25334,NGA_25334,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Jigawa,25335,NGA_25335,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Kaduna,25336,NGA_25336,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Kano,25337,NGA_25337,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Katsina,25338,NGA_25338,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Kebbi,25339,NGA_25339,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Kogi,25340,NGA_25340,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Kwara,25341,NGA_25341,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Lagos,25342,NGA_25342,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Nasarawa,25343,NGA_25343,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Niger,25344,NGA_25344,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Ogun,25345,NGA_25345,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Ondo,25346,NGA_25346,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Osun,25347,NGA_25347,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Oyo,25348,NGA_25348,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Plateau,25349,NGA_25349,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Rivers,25350,NGA_25350,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Sokoto,25351,NGA_25351,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Taraba,25352,NGA_25352,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Yobe,25353,NGA_25353,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Zamfara,25354,NGA_25354,4,Western Sub-Saharan Africa,Sub-Saharan Africa
Sao Tome and Principe,215,STP,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Senegal,216,SEN,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Sierra Leone,217,SLE,3,Western Sub-Saharan Africa,Sub-Saharan Africa
Togo,218,TGO,3,Western Sub-Saharan Africa,Sub-Saharan Africa
